categoryId,subCategoryId,itemId,item,donateAndReuse,curbSidePickup,transferStation,inGarbage,reuse,dropOffLocations,hazWasteFacility,hazNoCharge,donate,warning,caution,inRecycling,didYouKnow,inFoodAndYardWaste,inRecyclingRinseFirst,nextToBinNoCharge,corporateTakeBackPrograms,pickup,hazardous,nextToBin,recycleNextToBinNoCharge,,,,
2,5,2,Concrete or Asphalt,,,"Bring concrete and asphalt to city transfer stations. Charge is $30 per item (limit 2 per load) or $8 per item plus $145 per ton for other materials if part of a larger load.

Each concrete or asphalt piece must be less than 2' x 2' x 2' and less than 200 lbs.","Concrete and asphalt can go in the garbage if it doesn’t exceed the weight limits, and fits in your bin with the lid closed. Each concrete or asphalt piece must be less than 2 cubic feet.",,,,,,,,,,,,,,,,,,,,,
2,5,3,Contaminated Dirt or Soil,,,"Bring dirt contaminated with non-hazardous materials like plastic, wood, or metal to city transfer stations. Charge is $30 per item (limit 2 per load) or $8 per item plus $145 per ton for other materials if part of a larger load.","Dirt contaminated with non-hazardous materials like plastic, wood, or metal can go in the garbage if it doesn’t exceed the weight limits printed on your bin.
",,,,,,,,,,,,,,,"
For dirt that contains hazardous materials, call the household hazards line at (206) 296-4692. Hours are 9 a.m. – 4:30 p.m., Monday through Friday.
",,,,,,
2,5,4,Dirt or Soil,,,"Bring soil to city transfer stations. Soil is disposed of as garbage. Charge for garbage is a minimum of $30, for up to 420 lbs. or $145 per ton.","Soil can go in your garbage if it doesn’t exceed the weight limits printed on your bin.
",,,,,,,,,,,,,,,,,,,,,
2,5,5,Rocks or Gravel,,,"Bring rocks and gravel to city transfer stations. They are charged as garbage. Charge for garbage is $145 per ton, minimum charge of $30 covers up to 420 lbs.","Rocks and gravel can go in your garbage if they don’t exceed the weight limits printed on your bin, and fit in your bin with the lid completely closed. No individual rock should be larger than 2 feet by 2 feet.
",,,,,Gravel in good condition may be accepted by local salvaged building material businesses.,,,,,,,,,,,,,,,,
2,6,1,Broken Glass,,,,"All pieces of broken drinking glasses or wine glasses.
Pieces of broken bottles and jars smaller than 3-inches.",,,,,,,,Broken bottles and jars 3-inches or larger.,,,,,,,,,,,,,
2,6,2,Drywall,,,Bring drywall to city transfer stations. Charge is $30 per item (limit 2 per load) or $8 per item plus $145 per ton for other materials if part of a larger load.,Drywall can go in the garbage. Break drywall down so it fits in your bin with the lid closed and does not exceed weight limits.,,,,,,,,,,,,,,,,,,,,,
2,6,3,Latex Paint,,,,"Dry latex paint by leaving the can open and protected from children and animals.
Separate the lid from the dried paint can and put both in your garbage.
Tip: You can harden large amounts of latex paint by adding cat litter to the can.",,"Drop off unused latex paint, in the original container, for a fee at local locations in the Take it Back network
",,,,,,,Throwing out your dried paint can with the lid removed lets your garbage collector knows the paint is dried.,,,,,,,,,,,,
2,6,4,Oil-Based Paint,,,,"Empty oil-based paint cans can go in the garbage:

Remove the lid and let fumes evaporate outside, away from children and animals.
Separate the lid from the dried paint can and put both in your garbage.",,,,"
Bring oil-based paint to a household hazardous waste facility. No fee.",,,,,Throwing out your dried paint can with the lid removed lets your garbage collector knows the paint is dried.,,,,,,,,,,,,
2,6,5,Windows,,,Bring windows to city transfer stations. Charge is $30 per item (limit 2 per load) or $8 per item plus $145 per ton for other materials if part of a larger load.,"Windows and window glass can go in the garbage:

Items must fit in your bin with the lid closed and be less than two feet by two feet.
Don’t exceed the weight limits printed on your bin.",,,,,,,,,,,,,,,,,,,,,
2,7,1,Clean Wood Waste,,,"
Bring untreated wood waste to city transfer stations. Charge is $13 per load (limit 4 per load).

All pieces must be 4 feet or less in length and 4 inches or less in diameter.
Nails and staples are okay.",,,,,,,,,,"Compost processing equipment removes metal staples and nails. However, the equipment can’t remove plastic.
","Clean, untreated and unpainted wood goes in the food and yard waste.

All pieces must be 4 inches or less in diameter and 4 feet or less in length.
Put sawdust or shavings in paper bags or boxes to keep from scattering.
Avoid extra charges – Items should fit in your bin with the lid closed.
Don’t exceed the weight limits printed on your bin.",,,,,,"Bundles can be set next to the bin. Charge is $145 per ton as part of a load

Tie bundles with natural twine. No plastic allowed.
Bundles must be 2 feet or less in diameter.",,,,,
2,7,2,Composite Wood Paneling,,,"Bring wood paneling and composite materials to city transfer stations. Charge is $13 per load (limit 4 per load).
","Wood paneling and composite materials can go in the garbage:

Break paneling down so it fits in your bin with the lid closed.
Make sure it doesn’t exceed the weight limits printed on your bin.",,,,,,,,,,,,,,,,Paneling that does not fit in your bin with the lid closed can be put in a plastic bag and set next to your garbage can on collection day. Each bulky item is a charge of $30.,,,,,
2,7,3,Lumber or Boards,,,"Bring lumber and wood boards to city transfer stations. Charge is $13 per load (limit 4 per load).
","Painted or treated wood goes in the garbage:

All pieces must be less than 4 inches in diameter and under 4 feet long.
Break lumber and boards down so they fit in your bin with the lid closed.
Do not exceed weight limits.",,,,,,,,,,"Unpainted and untreated wood goes in the food and yard waste:

All pieces must be less than 4 inches in diameter and under 4 feet long.
Remove nails and all other non-wood materials.
Break lumber and boards down so they fit in your bin with the lid closed.
Do not exceed weight limits posted on your cart.",,,,,,"Lumber or boards which do not fit in your bin with the lid closed may be put in a plastic bag and placed next to your garbage bin on collection day. Each bulky item is a charge of $30.
",,,,,
2,7,4,Painted or Treated Wood,,,Bring lumber and wood boards to city transfer stations. Charge is $13 per load (limit 4 per load).,"Painted or treated wood can go in the garbage:

Break wood down so it fits in your bin with the lid closed.
Make sure it doesn’t exceed the weight limits printed on your bin.",,,,,,,,,,,,,,,,,,,,,
2,7,5,Pallets,,,"
Bring pallets to city transfer stations. Charge is $13 per load (limit 4 per load).
","Pallets made from treated wood can be broken down and put in the garbage:

Items must fit in your bin with the lid closed.
Don’t exceed the weight limits printed on your bin.",,,,,,,,,,"Break pallets made from untreated wood into pieces that are:

4 inches or less in diameter
4 feet or less in length
Remove any nails or metallic items.",,,,,,"Items that do not fit in your bin with the lid closed may be put in a plastic bag and set next to your garbage bin on collection day. Each bulky item is a charge of $30.
",,,,,
2,7,6,Trees or Brush,,,"Bring trees and brush to city transfer stations. Charge is $13 per load (limit 4 per load).

All trees, brush, or branches must be 8 feet or less in length.
All pieces must be 8 inches or less in diameter.",,,,,,,,,,,"Trees, brush, and branches go in the food and yard waste:

Cut down to 4 inches or less in diameter and 4 feet or less in length.
Avoid extra charges – Items should fit in your bin with the lid closed.
Don’t exceed the weight limits printed on your bin.",,,,,,"
Bundle trees and brush and set next to the bin. Charge is $145 per ton as part of a load

Tie bundles with natural twine. No plastic allowed.
Bundles must be 2 feet or less in diameter.",,,,,
3,1,1,Alkaline Batteries,,,,"Non-rechargeable, household alkaline batteries (such as AAA, AA, C, D, or 9-volt) can go in the garbage.",,"
Bring alkaline batteries to city transfer stations. No fee.

Bring alkaline batteries to a household hazardous waste facility where the materials in the batteries will be reclaimed and recycled. No fee.","Bring alkaline batteries and rechargeable batteries to a household hazardous waste facility, where the materials in the batteries will be reclaimed and recycled. No fee.",,,,,,,,,,,,,,,,,,
3,1,2,Camera or Watch Batteries,,,,"Button cell batteries used in watches and some older camera models can go in the garbage.

Button cell batteries are also used for:

Digital thermometers
Pocket calculators
Hearing aids",,,"Bring camera and watch button cell batteries to a household hazardous waste facility, where the metals and very small amount of hazardous metals in the batteries will be reclaimed and recycled. No fee.
",,,,,,,,,,,,,,,,,,
3,1,3,Computer Batteries,,,,,,,,"Bring camera and watch button cell batteries to a household hazardous waste facility, where the metals and very small amount of hazardous metals in the batteries will be reclaimed and recycled. No fee.
",,,,,,,,,,,,,,,,,
3,1,4,Cell Phone Batteries,,,,,,,,"Bring rechargeable and lithium-ion batteries to a household hazardous waste facility. No fee.

They can’t go in the garbage.",Find drop off and mail back recycling options at Call2Recycle outlet.,,,,,,,,,,,,,,,,
3,1,5,Hearing Aid Batteries,,,,Hearing aid batteries can go in the garbage.,,Some locations that sell hearing aid batteries will take them back for recycling.,,,,,,,,,,,,,,,,,,,
3,1,6,Lithium Batteries,,,,"Disposable lithium batteries (small, button batteries) can go in the garbage.

These batteries are different than rechargeable lithium-ion batteries, which can’t go in the garbage.",,"Bring lithium batteries to city transfer stations. No fee.

Bring lithium batteries to a household hazardous waste facility where the materials in the batteries will be reclaimed and recycled. No fee.

Find drop off and mail back recycling options at Call2Recycle outlet.",,,,Lithium batteries can not go in the garbage or recycling cart,,,,,,,,,,,,,,,
3,1,7,Rechargeable Batteries,,,,,,"Bring rechargeable batteries to city transfer stations. No fee.

Bring rechargeable batteries to a household hazardous waste facility where the materials in the batteries will be reclaimed and recycled. No fee.

Find drop off and mail back recycling options at Call2Recycle outlet.
",,,,Rechargeable batteries can not go in the garbage or recycling cart,,,,,,,,,,,,,,,
3,1,8,Rechargeable Appliances,"Donate rechargeable appliances in working condition to local thrift stores or find drop off and mail back recycling options at Call2Recycle outlet.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.
",,,"Appliances with the rechargeable batteries removed can go in the garbage.
",,,,"Remove rechargeable and lithium-ion batteries from appliances and bring the batteries to a household hazardous waste facility. No fee.

They can’t go in the garbage.",,,,,,,,,,,,,,,,,
3,1,9,Car or Lead-Acid Batteries,,,,,,"Bring vehicle batteries to city transfer stations. Fees apply.

Bring up to 5 vehicle batteries per trip to a household hazardous waste facility. No fee.
",,,,,,,,,,,,,,,,,,,
3,2,1,"CDs, DVDs, or Floppies","Donate CDs and DVDs in good condition to local thrift stores.

Resell or give away usable CDs and DVDs through sites like Craigslist, Freecycle, and Buy Nothing.",,,"CDs
DVDs
Floppy discs
CD and DVD cases",,,,,,,,,,,,,,,,,,,,,
3,3,1,Cell Phones,"Donate working cell phones to local thrift stores or recycle cellphones via the Take It Back Network.

Resell or give working cell phones through sites like Craigslist, Freecycle, and Buy Nothing.",,,,,,,,,,,,,,,,,,,,,,,,
3,4,1,Clock Radios,"Donate working clock radios to local thrift stores.

Resell or give them away using sites like Craigslist, Freecycle, and Buy Nothing.",,,Clock radios go in the garbage.,,,,,,,,,,,,,,,,,,,,,
3,5,1,Computers or Laptops,,Call SPU Customer Service at (206) 684-3000 to request curbside electronics pickup. Fees apply.,,,,Find locations to recycle computers and laptops via the Take It Back Network.,,,,,,,"Computers and laptops can’t go in the garbage because they contain materials harmful to people, animals, and the environment.
",,,,,,,,,,,,
3,6,1,Computer Monitors,,"Call SPU Customer Service at (206) 684-3000 to request curbside electronics pickup. Fees apply.
",,,,Find locations to recycle computer monitors via the Take It Back Network.,,,,,,,"Monitors can’t go in the garbage because they contain materials harmful to people, animals, and the environment.",,,,,,,,,,,,
3,7,1,Copiers or Fax Machines,"Find locations to recycle copiers and fax machines via the Take It Back Network (fees may apply).

Resell or give away working copiers and fax machines using sites like Craigslist, Freecycle, and Buy Nothing.","Call SPU Customer Service at (206) 684-3000 to request curbside electronics pickup. An extra bag, bundle, or can is a charge of $11.55. Each bulky item is a charge of $30.",,,,,,,,,,,"Copiers and fax machines can’t go in the garbage because they contain materials harmful to people, animals, and the environment.",,,,,,,,,,,,
3,8,1,E-readers,,"Call SPU Customer Service at (206) 684-3000 to request curbside electronics pickup. Fees apply.
",,,,"Find locations to recycle Kindles, NOOKs, and other e-readers via the Take It Back Network.",,,,,,,"Kindles, NOOKs, and other e-readers can’t go in the garbage because they contain materials harmful to people, animals, and the environment.",,,,,,,,,,,,
3,9,1,E-waste,,Call SPU Customer Service at (206) 684-3000 to request curbside electronics pickup. Fees apply.,,,,"Find locations to recycle the following electronics via the Take It Back Network (fees may apply):

TVs (size limits apply)
Monitors
CPUs
E-readers (like Kindle or NOOK)
Computers and laptops
Tablets
Portable DVD players",,,,,,,"Electronics can’t go in the garbage because they contain materials harmful to people, animals, and the environment.
",,,,,,,,,,,,
3,10,1,Landline Telephones,,,,"Landline telephones go in the garbage.
",,,,,,,,,,,,,,,,,,,,,
3,11,1,Other Electronic Devices,,"Call SPU Customer Service at (206) 684-3000 to request curbside electronics pickup. Fees apply.
",,,,"Find locations to recycle the following electronics via the Take It Back Network.

TVs (size limits apply)
Monitors
CPUs
E-readers (like Kindle or NOOK)
Computers and laptops
Tablets
Portable DVD players",,,,,,,"Most electronics can’t go in the garbage because they contain materials harmful to people, animals, and the environment.",,,,,,,,,,,,
3,12,1,Toner or Printer Cartridges,,,,Printer cartridges and toner can go in the garbage.,,"Some printer cartridge manufactures and stores that sell printer cartridges will take old cartridges back for recycling.
",,,,,,,,,,,,,,,,,,,
3,13,1,Printers or Peripherals,,Call SPU Customer Service at (206) 684-3000 to request curbside electronics pickup. Fees apply.,,,,Find locations to recycle printers and peripherals via the Take It Back Network (fees may apply).,,,,,,,"Printers and peripherals can’t go in the garbage because they contain materials harmful to people, animals, and the environment.",,,,,,,,,,,,
3,14,1,Stereo or Audio Equipment,"Donate stereo or audio equipment in good condition to local thrift stores.

Resell or give them away using sites like Craigslist, Freecycle, and Buy Nothing.

Find locations to recycle studio and audio equipment via the Take It Back Network (fees may apply).",Call SPU Customer Service at (206) 684-3000 to request curbside electronics pickup. Each bulky item is a charge of $30.,,,,,,,,,,,"Studio and audio equipment can’t go in the garbage because they contain materials harmful to people, animals, and the environment.
",,,,,,,,,,,,
3,15,1,Televisions,,Call SPU Customer Service at (206) 684-3000 to request curbside electronics pickup. Fees apply.,,,,"Find locations to recycle TVs via the Take It Back Network.
",,,,,,,"Televisions and other electronics can’t go in the garbage because they contain materials harmful to people, animals, and the environment.",,,,,,,,,,,,
3,16,1,VCRs,,Call SPU Customer Service at (206) 684-3000 to request curbside electronics pickup. Fees apply.,,,,"Find locations to recycle VCRs via the Take It Back Network.
",,,,,,,"VCRs can’t go in the garbage because they contain materials harmful to people, animals, and the environment.",,,,,,,,,,,,
4,1,1,Bedding or Linens,,"Bedding, linens, towels, and other fabrics can go in the garbage.",,,,,,,"Stained, worn out, ripped, or damaged bedding, linens, towels, and other fabrics can be turned into new products through Threadcycle. Some local thrift and second-hand stores are partners and will accept these items at their regular collection or drop box locations.",,,,,,,,,,,,,,,,
4,2,1,Carpet or Padding,,Call SPU Customer Service at (206) 684-3000 to request bulky item pickup. Each bulky item is a charge of $30.,Bring carpet and padding up to 8 feet long and 200 pounds to city transfer stations. Charge is $30 per item (limit 2 per load) or $8 per item plus $145 per ton for other materials if part of a larger load.,"
Carpet and padding can go in the garbage. Cut into smaller pieces if carpet or padding doesn’t fit in your bin with the lid closed.",,,,,,,,,,,,,,,,,,,,,
4,3,1,Clothes or Shoes,,,,Clothes and shoes can go in the garbage.,,"Stained, worn out, ripped, or damaged clothing and shoes can be turned into new products through Threadcycle. Some local thrift and second-hand stores are partners and will accept these items at their regular collection or drop box locations.
",,,,,,,,,,,,,,,,,,,
4,4,1,Dryer Sheets,,,,"Dryer sheets go in the garbage. They are made from polyester substrate and can’t be recycled or composted.
",,,,,,,,,,,,,,,,,,,,,
4,5,1,Fabric or Textiles,,,,Fabric and textiles can go in the garbage.,,,,,"
Stained, worn out, ripped, or damaged fabric or textiles can be turned into new products through Threadcycle. Some local thrift and second-hand stores are partners and will accept these items at their regular collection or drop box locations.",,,,,,,,,,,,,,,,
4,6,1,Reusable Shopping Bags,,,,Reusable cloth shopping bags can go in the garbage.,,"Stained, worn out, ripped, or damaged cloth shopping bags can be turned into new products through Threadcycle. Some local thrift and second-hand stores are partners and will accept these items at their regular collection or drop box locations.
",,,,,,"Thick, reusable plastic shopping bags go in the recycling. Bundle together with other recyclable plastic bags (such as newspaper bags, shopping bags, and dry cleaning bags) in a plastic bag.
",,,,,,,,,,,,,
5,1,1,Cooking Oil,,,,,,,,,,,,,,,,,,,,,"You can recycle up to 2 gallons of cooking oil on each recycling collection day:

Pour cooled oil into a 1-gallon plastic container with a tight-fitting, screw-on lid.
Label the container with your name and address.
Set up to 2 labeled 1-gallon containers on the curb next to your recycling bin.
Apartment / Condo residents: Set out up to 2 labeled 1-gallon containers per cart at your building/complex.",,,,
5,2,1,"Fats, Oils, or Grease",,,,"
Put fats, oil, or grease in a closed container, Ziploc bag, or in a thick plastic bag that’s tightly tied.
",,,,,,,,,"Fats, oils, and grease shouldn’t be poured down the drain because they clog pipes and create backups.",,,,,,,,,,,,
5,3,1,Food Scraps,,,,,,,,,,,,,,"Fruit and vegetables
Bread, pasta, rice, and grains
Eggshells and nutshells
Coffee grounds and filters
Tea bags
Meat, fish, and chicken
Dairy products like milk, butter, and cheese
Bones and seafood shells
Compostable (uncoated) paper such as paper napkins, paper towels, and pizza boxes",,,,,,,,,,,
5,4,1,Pet Food,,,,,,,,,,,,,"Wrap wet pet food in newspaper, a paper bag, or a compostable bag to help keep your bin clean.",Both dry and wet pet food can be turned into valuable compost.,,,,,,,,,,,
5,5,1,Vitamins,,,,Put vitamins in a closed bottle or bag and put in the garbage.,,,,,,,,,,,,,,,,,,,,,
6,1,1,Aluminum Foil or Trays,,,,"Dirty or food-covered aluminum foil or food pans
Wine bottle foil",,,,,,,,,,,"
Aluminum foil – don’t crumple into a ball
Aluminum food pans",,,,,,,,,,
6,2,1,Bread Bags,,,,Plastic bread bags go in the garbage.,,,,,,,,,These plastic food bags often contain food residue and moisture that can contaminate recycling.,,,,,,,,,,,,
6,2,2,Compostable Bags,,,,"Bags that aren’t from approved brands go in the garbage. Biodegradable bags are not compostable, and go in the garbage.",,,,,,,,,,"Bags labeled “Compostable” from approved brands go in the food and yard waste.
",,,,,,,,,,,
6,2,3,Chip Bags,,,,Chip bags go in the garbage because they are made from several different materials that can’t be separated for recycling.,,,,,,,,,,,,,,,,,,,,,
6,2,4,Food Box Liners,,,,"Plastic liners, bags, and trays from food boxes go in the garbage.",,,,,,,,,,,,,,,,,,,,,
6,2,5,Grocery Bags,,,,"Plastic bags that are wet or food-soiled
Plastic produce bags
Single plastic bags",,,,,,,,"
Clean and empty plastic grocery bags – bundle into one bag and tie off
Clean and dry paper bags or paper sacks",Single plastic bags go in the garbage because they jam the machinery at the recycling facility. Produce bags are not recyclable because they often contain food or moisture that contaminate the recycling.,Paper bags that are wet or food-soiled,,,,,,,,,,,
6,2,6,Juice Pouches,,,,Foil juice pouches and straws go in the garbage.,,,,,,,,,,,,,,,,,,,,,
6,2,7,Microwave Popcorn Bags,,,,"Microwave popcorn bags go in the garbage.
",,,,,,,,,,Any leftover popcorn or kernels go in the food and yard waste.,,,,,,,,,,,
6,2,8,Plastic without Recycle Symbol,,,,"
Loose lids less than 3-inches in diameter
Loose plastic bottle caps
Dirty plastic cups
Plastic utensils
Blister packs
Flexible plastic (such as inflatable pools)
Plastic molding
Vinyl or plastic blinds
CD and DVD cases
Plastic clothes hangers
Plastic tarps
Ziploc or plastic bread bags
Plastic liners and trays from food boxes",,,,,,,,,Seattle doesn’t recycle by number because it’s not a reliable way to determine the recyclability of an item.,"Plastic-like containers labeled “Compostable” or “#7 PLA” go in the food and yard waste.

Learn more about compostable packaging (pdf).","Yogurt containers
Deli containers
Bottles and jugs
Microwave trays
Plastic lids 3-inches or larger
Clean and empty plastic grocery bags – bundle into one bag and tie off
Small plastic bottle caps if screwed onto an empty plastic bottle
Clean plastic plant pots
Tupperware
Pill bottles (not prescription vials)
Rigid plastic toys – 3-feet or less on all sides
Rigid plastic sporting equipment – 3-feet or less on all sides
Rigid plastic furniture – 3-feet or less on all sides
Storage containers
Buckets with no fabric, foam, or wood attached",,,,,,,,,,
6,2,9,Pet Food Bags,,,,"Plastic pet food bags, and bags made of multiple materials, go in the garbage.",,,,,,,,Paper pet food bags go in the recycling. Remove any string stitching first.,,,,,,,,,,,,,
6,2,10,Produce or Bulk Food Bags,,,,Plastic bags used for produce and bulk foods go in the garbage.,,,,,,,,,These bags are not recycled because they often contain food residue or moisture.,,,,,,,,,,,,
6,2,11,Ziploc Bags,,,,Ziploc or other plastic food bags go in the garbage.,,,,,,,,,"Ziploc and plastic food bags contain more than one type of plastic that can’t be recycled together. They also often contain food residue and moisture that contaminate recycling.
",,,,,,,,,,,,
6,3,1,Bottle Caps or Jar Lids,,,,"Loose lids less than 3-inches in diameter
Loose plastic bottle caps
Metal beer and soda caps",,,,,,,"Small plastic bottle caps if screwed onto an empty plastic bottle
Loose plastic and metal lids 3-inches in diameter or larger",,,,,,,,,,,,,,
6,3,2,Plastic Water or Soda Bottles,,,,,,,,,,,,"Empty plastic bottles
Plastic bottle caps if attached to the empty bottle",,Bottles labeled “Compostable” or “#7 PLA”,,,,,,,,,,,
6,3,3,Plastic Milk or Juice Jugs,,,,,,,,,,,,,,,"Empty milk and juice jugs and bottles go in the recycling.

Plastic lids and caps can be recycled if attached to the bottle.",,,,,,,,,,
6,3,4,Plastic without Recycle Symbol,,,,"
Loose lids less than 3-inches in diameter
Loose plastic bottle caps
Dirty plastic cups
Plastic utensils
Blister packs
Flexible plastic (such as inflatable pools)
Plastic molding
Vinyl or plastic blinds
CD and DVD cases
Plastic clothes hangers
Plastic tarps
Ziploc or plastic bread bags
Plastic liners and trays from food boxes",,,,,,,,,Seattle doesn’t recycle by number because it’s not a reliable way to determine the recyclability of an item.,"Plastic-like containers labeled “Compostable” or “#7 PLA” go in the food and yard waste.

Learn more about compostable packaging (pdf).","Yogurt containers
Deli containers
Bottles and jugs
Microwave trays
Plastic lids 3-inches or larger
Clean and empty plastic grocery bags – bundle into one bag and tie off
Small plastic bottle caps if screwed onto an empty plastic bottle
Clean plastic plant pots
Tupperware
Pill bottles (not prescription vials)
Rigid plastic toys – 3-feet or less on all sides
Rigid plastic sporting equipment – 3-feet or less on all sides
Rigid plastic furniture – 3-feet or less on all sides
Storage containers
Buckets with no fabric, foam, or wood attached",,,,,,,,,,
6,4,1,Aseptic or Tetra Pak,,,,,,,,,,,,,,,"
Empty milk, juice, and soup cartons
Cartons labeled Tetra Pak
Other aseptic cartons
Plastic spouts don’t need to be removed to recycle Tetra Pak cartons. Caps should be removed and placed in the garbage.
",,,,,,,,,,
6,4,2,Butter Boxes,,,,"Butter wrappers go in the garbage.
",,,,,,,,Clean butter boxes and other clean paper food boxes go in the recycling.,,,,,,,,,,,,,
6,4,3,Cardboard and Metal Containers,,,,"Nut, chip, and coffee canisters
Plastic lids less than 3-inches in diameter",,,,,,,,Plastic lids 3-inches in diameter or more,,,,,,,,,,,,,
6,4,4,Cereal or Cracker Boxes,,,,Plastic liners and trays from food boxes go in the garbage.,,,,,,,,Empty cereal and cracker boxes go in the recycling.,,,,,,,,,,,,,
6,4,5,Food Box Liners,,,,"Plastic liners, bags, and trays from food boxes go in the garbage.",,,,,,,,,,,,,,,,,,,,,
6,4,6,Frozen Food Boxes,,,,,,,,,,,,Clean frozen food boxes and other food boxes go in the recycling.,,,,,,,,,,,,,
6,4,7,Ice Cream Cartons,,,,,,,,,,,,,,,Ice cream cartons and lids go in the recycling.,,,,,,,,,,
6,4,8,Juice Boxes,,,,,,,,,,,,"Plastic spouts don’t need to be removed to recycle juice boxes and cartons.
",,,,,,,,,,,,,
6,4,9,Milk Cartons,,,,,,,,,,,,,,,Plastic spouts don’t need to be removed to recycle milk cartons.,,,,,,,,,,
6,4,10,Paper Berry Baskets,,,,,,,,,,,,,,Paper berry baskets go in the food and yard waste.,,,,,,,,,,,
6,4,11,Paper Egg Cartons,,,,,,,,,,,,Clean paper egg cartons,Many egg sellers at farmers' markets will take back clean egg cartons to reuse them.,Paper egg cartons with food residue on them,,,,,,,,,,,
6,4,12,Pizza Boxes,,,,,,,,,,,,Pizza boxes that are clean go in the recycling.,,Greasy or food-soiled pizza boxes go in the food and yard waste.,,,,,,,,,,,
6,4,13,Soup Boxes,,,,,,,,,,,,,,,Plastic spouts don’t need to be removed to recycle soup boxes. Make sure they are empty and clean.,,,,,,,,,,
6,4,14,Take-Out Containers,,,,"
Styrofoam containers
Dirty plastic-coated (shiny) paper containers
Dirty plastic containers that aren’t marked “Compostable” or “#7 PLA”",,,,,,,,,,"
Dirty or clean uncoated (not shiny) paper take-out containers
Dirty or clean take-out containers labeled “Compostable” or “#7 PLA”
Greasy pizza boxes
Learn more about compostable packaging (pdf).","Empty and rinsed plastic clamshell containers
Empty and rinsed plastic-coated (shiny) paper containers",,,,,,,,,,
6,5,1,Butter Wrappers,,,,"
Butter wrappers go in the garbage.",,,,,,,,,,,,,,,,,,,,,
6,6,1,Compostable Food Service Items,,,,,,,,,,,,,,"Food service items labeled “Compostable” or “#7 PLA” go in the food and yard waste. This includes:

Food containers
Cups
Plates
Straws and utensils
Paper napkins
Paper towels
Uncoated (not shiny) paper plates and bowls (such as Chinet brand)
Learn more about compostable packaging (pdf).
",,,,,,,,,,,
6,7,1,Corks,,,,Corks go in the garbage. They are too dense to compost or recycle.,,"Corks can also be recycled through the Cork ReHarvest Program, which has drop boxes at PCC, Whole Foods Markets, and Wine World Warehouses.
",,,,,,,,,,,,,,,,,,,
6,8,1,Coffee Filters,,,,"Plastic, plastic-coated, or cloth coffee filters go in the garbage.",,,,,,,,,,Paper coffee filters are compostable and go in the food and yard waste together with coffee grounds.,,,,,,,,,,,
6,9,1,Coffee Pods,,,,Coffee pods smaller than 3 inches,,,,,,,,,,"Cedar Grove approved compostable coffee pods. For more information refer to: https://cedar-grove.com/compostable/accepted-items/coffee-pods.
",,,,,,,,,,,
6,10,1,Egg Cartons,,,,Foam egg cartons,,,,,,,,,Many egg sellers at farmers markets will take back clean egg cartons to reuse them.,Paper egg cartons,Rigid plastic egg cartons,,,,,,,,,,
6,11,1,Glass Bottles or Jars,,,,,,,,,,,,,Jars coated with oily food like peanut butter can be wiped first with a paper towel (put the paper towel in the food and yard waste). Very small amounts of peanut butter or food residue are okay.,,"Glass bottles and jars
Lids 3-inches or larger
Lids smaller than 3-inches can be recycled only if attached to the bottle or jar.",,,,,,,,,,
6,12,1,Hot Cups or Coffee Cups,,,,Styrofoam coffee cups,,,,,,,,,,Hot or coffee cups labeled as “Compostable”,Paper coffee cups with a small amount of liquid,,,,,,,,,,
6,13,1,Bottle Caps or Jar Lids,,,,"Loose lids less than 3-inches in diameter
Loose plastic bottle caps
Metal beer and soda caps",,,,,,,,"Small plastic bottle caps if screwed onto an empty plastic bottle
Loose plastic and metal lids 3-inches in diameter or larger",,,,,,,,,,,,,
6,13,2,Can Lids,,,,Loose can lids (not attached) go in the garbage.,,,,,,,,,,,Keep can lids partially attached or push the lid into the can. You don’t need to remove the can label.,,,,,,,,,,
6,13,3,"Deli, Coffee, or Soft Drink Lids",,,,Lids less than 3-inches in diameter go in the garbage.,,,,,,,,Lids 3-inches in diameter or larger go in the recycling.,,,,,,,,,,,,,
6,13,4,Plastic Lids,,,,"Lids less than 3-inches in diameter
Loose plastic bottle caps",,,,,,,,"Lids 3-inches in diameter or larger go in the recycling. This includes:

Yogurt container lids
Margarine tub lids
Deli container lids
Cold and hot drink cup lids
Small plastic caps if screwed onto an empty plastic bottle",,,,,,,,,,,,,
6,14,1,Aerosol Cans,,,,"Empty aerosol cans
Partially full cans with non-hazardous contents",,,,"Bring cans that contain hazardous materials like paint, solvents, or other flammables to a household hazardous waste facility. No fee.
",,,,,,,,,,,,,,,,,
6,14,2,Beverage Cans,,,,,,,,,,,,,Using recycled aluminum to make things takes 98% less energy than using new material.,,Empty soda and beverage cans go in the recycling.,,,,,,,,,,
6,14,3,Bottle Caps or Jar Lids,,,,"•Loose lids less than 3-inches in diameter
•Loose plastic bottle caps
•Metal beer and soda caps
",,,,,,,,"•Small plastic bottle caps if screwed onto an empty plastic bottle
•Loose plastic and metal lids 3-inches in diameter or larger
",,,,,,,,,,,,,
6,14,4,Steel or Tin Cans and Lids,,,,Loose can lids (not attached or pushed into the can) go in the garbage.,,,,,,,,,,,Keep can lids partially attached or push the lid into the can. You don’t need to remove the can label.,,,,,,,,,,
